1, 0.011380537411498597
2, -0.11470679122531598
3, -0.1822947163051057
1, -0.24464899304065435
2, -0.36427520601004154
3, -0.37109653569732526
1, -0.43081482354091344
2, -0.48701273266218703
3, -0.5033430537223592
1, -0.5771114243598583
2, -0.5895444929590051
3, -0.6381596062467668
1, -0.6307818720342283
2, -0.6700886024682398
3, -0.7253892261654841
1, -0.707823142520833
2, -0.7717426216308125
3, -0.7821634664070662
1, -0.7941434071474466
2, -0.829841586104832
3, -0.842572051687203
1, -0.8544708593774658
2, -0.8750255447542444
3, -0.8809808101610763
4, -0.9185652536542742
5, -0.9067505128189693
6, -0.9015540497119665
7, -1.0037581450616755
8, -1.0016895803605288
9, -1.0037166691445962
10, -1.0552164013715173
11, -1.0477425735773958
12, -1.072674167885887
13, -1.0951208098478171
14, -1.1123676893572214
15, -1.1370881114143794
16, -1.1193139793332019
17, -1.1498506208175634
18, -1.2014112645690165
19, -1.191909120132855
20, -1.2362000368406985
21, -1.234941662009081
22, -1.2135525461802026
23, -1.2303846116669575
24, -1.2549948029139502
25, -1.2823260075985656
26, -1.3200336934143677
27, -1.2754077891535947
28, -1.367629117533259
29, -1.3875461659159916
30, -1.3686079913464875
31, -1.3938387900309894
32, -1.3956461605839856
33, -1.3987566439752213
34, -1.4311002400683481
35, -1.476373183034667
36, -1.5154558427452995
37, -1.487132611466233
38, -1.5807119522730884
39, -1.5978460899864049
40, -1.6502008544157687
1, -1.6208131695822392
2, -1.606122042447488
3, -1.631340961636279
4, -1.6967525551580542
5, -1.7003760541238075
6, -1.8237229353189606
7, -1.7642166921003741
8, -1.9096596115601845
9, -1.9561631859649578
10, -1.897093258565462
11, -1.9835673422344693
12, -2.0084094542256685
13, -1.9926016031332023
14, -2.1388677118345303
15, -1.9442744841338833
16, -2.0745796075198717
17, -2.0190592135695353
18, -2.1328640409414485
19, -2.2432798314524667
20, -2.244272430736043
21, -2.1733231091650294
22, -2.305248773914822
23, -2.2636096585484053
24, -2.3463061320725562
25, -2.388309271494234
26, -2.4153774403742694
27, -2.519724139174224
28, -2.381416966268377
29, -2.404693052972246
30, -2.32294428685961
31, -2.3507532973828336
32, -2.4083403423881573
33, -2.442958534907069
34, -2.4495369549582704
35, -2.5066709247086387
36, -2.5894921771201234
37, -2.5309440417689886
38, -2.467750365175286
39, -2.4376360272826534
40, -2.507445826411364
1, -2.592034382645468
2, -2.6372752870451563
3, -2.4967561231366746
4, -2.6082042328768607
5, -2.6078147522806003
1, -2.6067371926569196
2, -2.5531560670336813
3, -2.606626892984759
4, -2.6305428463801572
5, -2.59827316893568
1, -2.517200245607934
2, -2.578204542790335
3, -2.5703726547501895
4, -2.598891455976521
5, -2.606865623688983
1, -2.6072855323954953
2, -2.603265971823583
3, -2.565487795183281
4, -2.5601019088144747
5, -2.5506588375670187
1, -2.6075278365847963
2, -2.6126091167179677
3, -2.6372752870451563
4, -2.5863636664602927
5, -2.554409183295237
6, -2.5957655907132757
7, -2.575182734495777
8, -2.5614736659872324
9, -2.628968008976234
10, -2.5911289924712473
11, -2.537626652589255
12, -2.6043381623326405
13, -2.5453345530373626
14, -2.5410555970190307
15, -2.5245172534540825
16, -2.529608828102262
17, -2.6188069579462865
18, -2.601662866030479
19, -2.6263088974101243
20, -2.606221549773364
